,fens,eval_move_final,preds_num
12015555,4br1k/pp2q1Rp/4Pn2/8/2p2N1Q/2n1pP2/P6P/6RK b - - 5 34,0.0,143.0468
2670067,r5k1/3B1pq1/2p3b1/p1Pp4/5R1Q/6P1/1r3P1P/4R1K1 b - - 2 34,0.0,143.04173
395572,r1b2k2/1p3p1p/7N/p1pPB3/2q2nP1/P5Q1/3p1PPK/5R2 b - - 1 27,0.34,143.029
8245682,r3r1bk/p6p/2pR2p1/2P1qpn1/Q2N4/2N1PpP1/P4P1P/1R4K1 w - - 6 29,0.0,143.01378
8017771,5r1k/4p2p/p3p1pb/4Rn2/PP1P2qP/3QPN1R/5KP1/2r2B2 b - - 6 31,0.0,142.99599
7036429,5rk1/p1R5/2p1r3/2Pp2p1/4qPNn/4P2Q/P7/5RK1 w - - 1 40,0.528,142.9444
4980055,2r2rk1/1b2bp2/p3pnp1/1p2N1B1/8/P1N1R2Q/1n1q1PPP/4R1K1 w - - 0 21,1.0,142.8989
12092828,8/kp3r2/p1P1B2p/3P4/bP4Q1/5r2/5q1P/2R1R2K b - - 0 38,0.81,142.8032
10002937,8/2r2pk1/1rPp2p1/p3pn2/1q2N1Qp/2R4P/PP3PPK/2R5 b - - 5 30,0.8300000000000001,142.76845
4929217,r4rk1/2R5/3pb1Bb/1p2q3/1P2pp1P/1N4P1/P3QP2/3R2K1 w - - 0 27,0.11,142.76747
8805779,r1bkr3/pp1p2n1/3N1p2/2PNq2p/1PQ3p1/P2RP3/4K1P1/8 b - - 4 31,0.0,142.6794
13575988,3r1r1k/p7/5PR1/3p2P1/3n1q2/P7/PQ2p1BP/2R4K b - - 0 30,0.0,142.64577
10795071,8/6kp/2P1b1p1/2q1Np2/3R1P1P/3Q4/r5PK/8 b - - 2 35,0.0,142.64476
5423913,6r1/1p2p2k/3p1b2/R4p2/1P1PbPqp/2R3Pp/P2QPB1K/8 w - - 3 40,0.0,142.63821
12876209,6k1/5pq1/1pb3n1/2p3Q1/r3PP2/3rB3/4RKB1/6R1 w - - 2 36,0.048,142.60564
4088943,r7/4qpk1/4pNP1/pn1pP1N1/1p1P1Q2/1P6/P4P2/6K1 b - - 0 38,0.0,142.5532
507018,1k1r3r/1P3p2/pqn1p3/1N2P3/1PQ2p1p/3B1RnP/6PK/R7 w - - 0 27,0.0,142.51584
11612363,3r1nk1/4r1p1/p3P3/R6Q/2pqBPPP/3p4/1b1B2RK/8 w - - 2 38,0.4,142.5148
9237873,5r1r/pb4k1/1p2p2N/n1p2pP1/P3P3/1PPP1B1q/4Q1R1/5RK1 b - - 3 39,0.0,142.50787
10173988,1r2k3/5p2/p1qpbP2/R2Nn2p/QP2R2P/3r2P1/6B1/7K w - - 11 34,0.002,142.47652
9868377,2r3k1/1rNR1pp1/5b2/1P5R/p1P2B2/2n4P/P5P1/5K2 b - - 0 31,0.588,142.44714
9422862,4qbk1/1r3pp1/1nR4p/3pNB2/pp1Pn3/1P2r1P1/PB4QP/2R3K1 w - - 0 30,0.4,142.43411
3003688,r6k/3n4/NpRb2r1/3Pp2p/P3Pp2/5P1P/4QBq1/1R2K3 w - - 5 33,0.11199999999999999,142.35129
6033451,6k1/2R5/p3pq2/2b5/P1NpQn2/2P2NK1/5P2/1r6 b - - 2 35,0.0,142.34802
7323438,6rk/3q1b1p/2pP1b2/2Q2p1P/1B1RpN2/P1N3P1/1n3P2/6K1 b - - 0 32,0.44,142.32356
218731,8/1p3Bk1/3N1np1/2P1rb1p/4p3/4Q2P/1q3PP1/2R3K1 b - - 0 32,0.0,142.29758
12891120,2rr2k1/8/pp1P2q1/4pR1p/PB4nb/3P1Q2/1P4PP/5R1K b - - 4 29,0.8540000000000001,142.24663
7953424,5r1k/2R4p/4p1p1/p2pP3/1p1Qb1Pq/5rNP/PP3PRK/8 w - - 12 28,0.614,142.22812
12138104,2r3k1/1b5p/p3P3/1p1P1p2/2PBnp1q/1P1Q3N/P2b2PP/5R1K b - - 0 31,0.036000000000000004,142.16588
5957708,2rrb1k1/5ppp/q7/2PB1N2/pp3Q2/n3P1P1/R4PP1/3R2K1 b - - 2 35,0.0,142.09491
10149249,3k1r2/1bq2Bp1/4P2p/1Pbp3P/2p3Q1/2p2N2/6P1/2R4K w - - 3 36,0.046,142.06468
3232684,4r1k1/2R2p2/6bQ/5qp1/1p1Pn3/8/6PP/B5RK w - - 5 37,0.0,142.05786
10994088,r5k1/1b1N3p/3q2p1/bp1PNp2/4pP2/1P5P/2R3P1/3Q3K b - - 1 40,0.0,142.04839
8359193,b1r1q1r1/5pk1/3Rpn1p/2P3p1/1Q1NP2n/P4P2/1P3BPP/3R3K b - - 4 28,0.136,142.04587
13370914,5rk1/2q1p2p/bpp1nb1P/p1n3pQ/P5N1/1PN3P1/1BPr1PB1/2R1R1K1 b - - 1 25,0.0,141.99644
13503407,5rrk/pR1Q3p/8/2p4q/P1P1P1pP/5nP1/5PK1/2B4R w - - 0 34,0.0,141.96707
9583693,2b3k1/p5pp/1p1q4/3P2N1/2PQ2nP/2R3P1/PP6/4rBK1 b - - 3 33,0.0,141.9556
1292289,r4n2/2p3pk/1bq2p1p/1p1RpN2/4P3/1PPR3P/rB3PP1/2Q3K1 b - - 4 34,0.048,141.87532
9991734,3r3k/pp6/5rpb/3Bp2p/2Q3n1/3R1PP1/PP2N1q1/4KR2 w - - 2 32,0.4,141.86081
12349139,8/p1pkp2p/q3p1pb/P1RnB3/PrpPQP2/1r5P/4N1P1/5RK1 w - - 1 32,0.644,141.85182
2429240,8/6pk/4n1p1/4Pq1p/2Q4P/P5P1/1P4RK/3r2B1 w - - 7 39,0.0,141.83969
8164105,r2r1b2/1p2kpN1/p7/n1q1p3/P1p1Pn1Q/2P1R3/BP3PPP/3R2K1 b - - 16 28,0.0,141.76382
14073796,6k1/2p1q1p1/1p2P2p/p2P1RP1/2P3PK/r7/PQ6/8 b - - 1 34,0.0,141.72731
2750170,5r1k/pb4n1/1p1pB1pp/2r1b3/3p1BPq/P2Q3P/1PP1NR1K/5R2 w - - 1 33,0.212,141.72331
13647709,5rk1/6pp/1p2pP2/p1p1P3/b2qPQ2/P1R3P1/3r3P/B4R1K b - - 4 38,0.19399999999999998,141.71199
3523044,r2q2k1/1b1nb1pR/4p1r1/3p4/pp1BP3/3B4/PPPQ4/1K5R b - - 1 22,0.0,141.70767
9764498,2bkr3/3n1R2/p2p4/2pP1B1p/Pr1q4/6Q1/3N2PP/5R1K b - - 6 27,0.37,141.69746
1483395,2rk3r/p2b3p/2q2p2/n1Pn1p2/1pp4N/Pp3QP1/1B4BP/2R1R2K b - - 2 26,0.0,141.68321
4118650,6k1/r7/4pr2/2q3pP/1p2BbQ1/p4R2/P3R1K1/8 w - - 0 38,0.6920000000000001,141.6385
11925684,5qk1/1pn5/2p2P1p/P1bpR2N/P5rp/5N2/2PQ4/1K6 b - - 0 35,0.71,141.61987
156647,r5k1/1QB3b1/6q1/3P4/6r1/6N1/b4PB1/4R1K1 b - - 0 35,0.0,141.58447
4550678,3q2k1/R4p1p/4b3/1P3p2/5Q2/2P3P1/pKBr3P/8 b - - 0 34,0.0,141.53067
13865915,4Br1k/6rp/3N3b/P2P4/4Rpq1/3Q1pP1/1P3P1P/6K1 b - - 3 35,0.024,141.53015
7002725,2krb3/Rp3p1Q/4p1rP/2q1P3/3p1PP1/2p5/2n1NKB1/2B4R w - - 2 22,0.0,141.49942
7313481,4b1k1/6p1/1qpQ2p1/p1Np1P1p/1r6/1P6/P1P1r2P/1K1R2R1 b - - 0 30,0.0,141.34738
4421050,2r3k1/5ppp/1qP1r3/5P2/1NpR2P1/P1Qb3P/1P2p3/2K1R3 b - - 0 34,0.0,141.2958
10902734,7r/p3Rpk1/5pp1/5q2/P1n2r2/2Nb2P1/3P1PB1/2RQ2K1 w - - 0 27,0.0,141.28928
4139490,4r1k1/1pR2p2/1p3r1p/1P1Q2p1/1B1P2qn/4P1Pb/5P1P/2R3KB b - - 7 31,0.046,141.19794
2651497,4q2k/6pp/p4b2/Rnp3N1/1nNp1Q1P/1P1b2P1/1B2rPB1/6K1 w - - 0 30,0.804,141.16148
9370215,1k1r4/1pp4p/pbp2NpB/4pr2/1P5Q/P1Pp4/3R1PK1/1q1N4 w - - 9 36,0.0,141.15323
13460308,2r3k1/p4p1p/4p1p1/4n1P1/1R2QN2/1Pq2nP1/P4PK1/R7 w - - 7 39,0.0,141.12611
780958,2r2b1k/1R4pp/7n/1PpQ4/p2nBq2/P3N1R1/7P/7K b - - 3 36,0.0,141.0969
11152403,3q2k1/6p1/4p2p/p1b1Np1Q/Pp1nbB2/6PP/5P2/4R1K1 w - - 2 37,0.0,141.09433
4642673,r2qn2k/pb1p2p1/1pn1p3/4P3/2P1B1R1/P2R3r/1BQ2P1P/5K2 b - - 5 21,0.0,141.0252
562607,2r3k1/R5pp/4pn2/1P1bQp2/1P3P2/2B1P3/4B1qP/4K3 w - - 8 33,1.0,141.00885
2913186,4rnk1/p3bpp1/4b2p/q1rpNB2/1pnN1BPP/3QPP2/PP6/1K1R3R b - - 3 22,0.0,141.00357
12390000,3rk3/1b2n1RQ/pp1qpp2/8/3PRn2/P1N5/1P3P1P/6K1 b - - 1 29,0.0,140.9726
2551557,1k2r3/1pp2rp1/p1p1q3/6QP/3PPp2/1P2nK2/P1PR1N2/7R w - - 1 31,0.0,140.92096
5000214,2k1r3/pppq1p2/1b2bB1Q/3r3P/1n4p1/1N1B4/PPP2PP1/2KR3R w - - 1 20,0.904,140.91547
2140367,5nk1/5pp1/2b4p/3pPQ1P/2pP2Nq/2P3b1/1PB3P1/r1B2RK1 b - - 0 29,0.0,140.90567
11257739,r7/1p2n3/3qNnkb/P2Pp1p1/P3Pp1p/2R2QPP/5P2/2R3K1 b - - 0 33,0.0,140.9044
6734336,r4nk1/2R1R3/5p2/3q1Ppp/p6P/5rN1/5P1K/2Q5 w - - 2 38,0.794,140.90158
10953343,2r3r1/4k1P1/1P3p1Q/p3pB2/8/Pq2Bb2/1P1R3P/1K6 b - - 4 32,0.0,140.88248
805178,1q3rk1/1P2n1p1/2PRP3/p3P1p1/5r2/1Q6/6BP/6K1 b - - 0 40,0.0,140.84319
11976203,1r4k1/4Rpb1/2Pp4/1r1P3Q/8/q5P1/3B1PBK/8 b - - 0 32,0.0,140.80687
11038806,2rn1rk1/pb1q1pp1/1p1b3p/3B1R2/3PN3/P4Q2/1P2N1PP/5RK1 b - - 8 22,0.254,140.74005
1744549,5bk1/r7/bq1pP1r1/3PnNp1/R2NP3/4Q1P1/8/2R3K1 b - - 1 33,0.052000000000000005,140.7102
7963366,4rb1k/3q1ppp/b1p2P2/p2pP1QN/2nP2P1/1p6/rP4BP/3RR1BK b - - 0 33,0.0,140.70589
6748347,r2r2k1/q4p1n/2B5/1p2bbPN/6nP/1PN5/PB1Q4/K3R2R w - - 1 27,0.0,140.69463
231300,8/2QB1p2/1p3qp1/p7/nk1rP2p/3p1P2/PPnR1BPP/1K6 w - - 10 36,0.0,140.69278
12249227,4r1k1/R4pb1/1pNq2b1/1P1n2p1/2QNp3/3rP1P1/5PB1/2R3K1 b - - 2 32,0.048,140.68553
1270007,3q2k1/5ppp/1p1B3n/3pPpNQ/bP3P2/5R1P/2r3P1/6K1 b - - 0 24,0.0,140.64702
7595424,2q4r/2Nk1p1p/pQnPp1pP/8/4P3/1K2B3/p3rP2/3R3R b - - 1 26,0.0,140.57285
7047820,3r3k/1p1P1Qp1/pNq4p/P1P4r/5p2/4pP2/4RbPP/2R4K b - - 2 36,0.05,140.56389
1876637,5rrk/1pB4p/3N4/2nPR1qn/p1P2p2/P4Q2/1Pb2PP1/5RK1 b - - 0 31,0.0,140.55482
13139485,6k1/4b1P1/4pr1p/p1Pb4/1r4Q1/1Pp2NR1/P1B2PP1/1K1R1q2 b - - 2 30,0.0,140.51381
477201,8/2q2pbk/b5pp/p1pPn2P/Pp2Q2N/5RN1/5PP1/7K b - - 1 36,0.36200000000000004,140.50513
9734935,1r5k/2q3bP/2pp2b1/p5P1/2PnPpB1/2NQ4/P7/R3K2R w KQ - 0 28,0.102,140.50278
717643,4Rb2/p4k1p/3q2p1/1n3bB1/2p5/2PrN1P1/Pr4BP/R3Q2K b - - 7 34,0.0,140.47928
13226956,3r2k1/5p2/1R2p1n1/p2b1q2/2p4P/P2nQNP1/3N1PB1/6K1 w - - 0 30,0.092,140.4518
6162362,4r1k1/p3r3/1n1p2p1/2pPnpP1/2P2Pq1/1R4N1/P1Q1NK2/7R w - - 7 35,0.0,140.3939
2518987,r2q4/5bk1/1p1R2nr/1P1P2p1/4Npp1/1B3P1P/4Q3/5RK1 b - - 0 33,0.762,140.37962
11705073,2r5/5RN1/3kp1P1/1n2b3/pr2p3/1P6/1BP4P/K2R4 b - - 1 39,0.0,140.24565
9589677,4rk2/pq3rpQ/b2R1p2/2p5/2P2P2/bPB1p3/PN5P/2K3R1 b - - 0 27,0.0,140.2242
4886643,6k1/6b1/7q/5p2/P3p2r/2P3Q1/1P1r1NR1/4R1K1 w - - 2 39,0.0,140.18677
3194432,3R1B2/p4k1p/4rppP/2p1n3/1pP5/1P3q2/PQP3r1/1K1R4 w - - 2 36,0.0,140.1312
6881631,4q3/4bpkn/p2p2pN/3Pp1P1/1p2P2Q/1PrnBN1P/P1r2P2/R5RK w - - 7 33,0.057999999999999996,140.04941
13296996,6k1/5pp1/2q1p2p/p2nQn2/1prB4/4PP2/PR4PP/5RK1 w - - 3 32,0.43799999999999994,139.99379
2227637,4r1k1/1R3p2/p2p2p1/P2Pb3/4r1P1/1Q5P/1PNq1P2/5RK1 w - - 7 31,0.027999999999999997,139.95511
5850173,2r2nk1/5pp1/1q1N3p/3pPRP1/Pr6/2p3Q1/7P/R5K1 w - - 1 38,0.032,139.91698
4856125,2b1r1k1/5pp1/2R5/3pPPqp/3Q2Pr/1N6/PP5P/6RK w - - 0 32,0.0,139.89606
8995111,2k5/pp4r1/2n1p1bN/3p4/2pn1P2/q1P4B/2PK1B2/4R2Q w - - 0 34,0.057999999999999996,139.88802
9952820,5nk1/2P5/8/2Pp3p/3b2P1/5B1P/2Q2pKB/4q3 w - - 2 37,0.0,139.88693
11897809,6r1/p3R1n1/q1p3kp/2Br1b2/6P1/1PQp3P/P4P2/2R3K1 b - - 0 31,0.22,139.85667
7532017,r3k3/1bp1rp2/p1q2b2/1p2pN2/P3RnQ1/2PP1R2/BP3P1P/6K1 b - - 3 33,0.0,139.85063
3447272,2r4k/1p2qp2/pb4pP/3pPp2/2rNn3/P3B2Q/1PP4P/1K1R1R2 w - - 0 29,0.0,139.84134
12192787,4qk2/r7/3p2P1/2pP1pRp/bpP1rP1P/2bQBR2/1N6/1K6 b - - 2 39,0.0,139.81287
2525476,4r3/2pQPqpk/5r1p/3p1PP1/1p1N3P/1Pp5/8/1K2R3 b - - 0 38,1.0,139.78459
9420994,3r2k1/p2q3p/bp1N2p1/2pPR3/P4B2/6QP/1b3PP1/6K1 b - - 0 27,0.9259999999999999,139.75972
11351519,7R/1rkr1p2/n1qppPp1/P7/1P1RPP2/2N1Q3/2P5/1K6 b - - 0 38,0.0,139.69914
11690218,5nk1/4b1n1/1p1q1p1Q/2pp1Pp1/6P1/pPN2N2/P1PBr3/2K4R b - - 3 35,0.442,139.64937
11533118,4rrk1/1B6/6q1/3p1bNp/6nP/PP2p1R1/2Q2PP1/3R1K2 w - - 0 36,0.0,139.64873
13927897,6k1/2N1b1p1/4p3/P3P3/1p1Pq1p1/3RBr1p/1P2Q2P/6K1 w - - 2 31,0.308,139.63411
6649303,5rk1/1p4p1/6rp/pNb1np1b/2PpP2q/PP3P2/3B2BN/R3RQ1K w - - 1 28,0.0,139.6075
7909623,8/p2kp3/qpnp2P1/nR6/P1r3P1/2NQ4/2P3r1/2K1R1B1 b - - 0 31,0.0,139.59763
455154,2r1rkn1/5p2/1q2P3/1p1P1N2/8/3QR2P/1P4PK/8 b - - 0 35,0.0,139.5665
10404559,1b1rr1k1/1b1q1pp1/6np/1p1nPN2/3p1PQ1/R5BP/1PBN2PK/R7 b - - 1 25,0.09,139.56433
3486007,3r4/6PR/5k2/2qn1p2/pNp1p3/PrP5/1P2Q3/2KR4 w - - 0 36,0.0,139.55626
11191012,2r4r/3kb1Qp/bq1pp3/2n3P1/2n1P2P/p5N1/PPN3B1/1KBR1R2 w - - 0 28,0.182,139.54729
7495744,1n1r1r2/p3Nppk/q2N4/1p1PP1Pp/1bP4P/4R2B/5P1B/3R2K1 b - - 0 32,0.578,139.53131
12339514,4r1k1/p6p/6pB/QNq4n/2PN1p2/1P2r1bb/P2RP3/2K3R1 b - - 1 32,0.0,139.52795
393555,2r4k/6bn/2bP2B1/1p3PBQ/pq5p/6NP/PP4P1/3R3K b - - 2 36,0.0,139.512
8368888,2r3k1/q3n2p/3r2p1/Pb6/1P1nP1N1/4R1P1/1Q1R1PB1/6K1 b - - 8 37,0.066,139.50137
4958640,8/1p2kppB/p2bpq2/6N1/bn4RP/6P1/1P1RQP1K/2r5 b - - 2 27,0.45399999999999996,139.45796
7096169,1nk2b1r/Rb2q3/1P3n1p/1BP3p1/5p2/4pP2/1Q2N3/4K1BR b K - 0 28,0.0,139.45073
1356032,1q1r1bk1/3r1pp1/1p1Np2p/p1pbP2Q/PnB3R1/1P2P3/1B3PPP/3R2K1 b - - 3 24,0.0,139.42981
11437561,5rk1/p1R5/2p3q1/2Pp2p1/4r1Nn/4P2Q/P4P2/5RK1 w - - 8 38,0.0,139.41946
170905,4r2k/3b1Rb1/3q3p/4n2Q/pNBp4/P5B1/1P5K/8 w - - 3 38,0.196,139.4183
12077133,5r2/1bp3k1/p5p1/3Npq2/Pp5P/1B3r2/1PP1RBQ1/6K1 w - - 3 32,0.0,139.37732
2651446,3rk3/1Q3pp1/p3p3/3nBrN1/8/3q3P/PP3b2/K1R2R2 w - - 8 31,0.0,139.36598
12687980,r2qr1k1/pb1n1pp1/3P2P1/1pp1b3/2B1N3/P3R3/1PQ2PP1/5K1R b - - 0 21,0.0,139.36325
2973266,5rk1/1p2R1b1/1rb3p1/p2q2B1/P5P1/3p2N1/1P1Q3N/3R2K1 w - - 0 36,0.0,139.36205
11689126,5bk1/5pp1/6r1/1Q2n1q1/P6p/4P3/4NPB1/2R2K2 w - - 2 40,0.126,139.33272
2403098,r4k2/1q2b1pQ/p3bp1p/1p4r1/3B1n1P/PP2N1N1/5PP1/2R1R1K1 b - - 0 29,0.0,139.2529
9005498,3r1bk1/3P1p2/2q4p/4pBpP/1p2P3/3QN1P1/1P1R1PK1/2r5 b - - 14 40,0.524,139.24417
4317334,2br1k1b/5n2/3pp1RP/pr4B1/1pq1P3/1N3PQ1/PPP5/1K1R4 b - - 4 29,0.002,139.20302
3100913,5r2/p1kn2b1/b3P3/1q1pP2R/3P2P1/P1P1N3/1p6/1R1QK3 w - - 1 31,0.0,139.20073
8685173,5r2/1p1R1pbk/1P4pp/p2R2n1/6Q1/1BP5/1P3P1q/5K2 w - - 7 37,0.35600000000000004,139.17433
5912397,2r3k1/7p/3q1np1/1P6/1n5Q/BPb2N1P/5PP1/2R3K1 b - - 6 32,0.326,139.1309
12188175,2r1rk2/1b3p2/p4q2/3Pn2Q/2P1N3/P7/1BB2bPP/5R1K b - - 3 37,1.0,139.06075
7853040,5rk1/3R1b2/1q3rp1/4pBQp/1p1nP3/4N3/5PP1/3R2K1 w - - 10 38,0.0,139.05632
8284485,2rq4/p4Bpk/3p3p/1r3P2/1p1PNn1P/5Q2/PP4P1/5RK1 b - - 0 31,0.0,138.99643
11021824,8/5bk1/p2rqp2/2r5/PR2BPPp/N2pP2P/1Q2nK2/3R4 w - - 1 39,0.0,138.97357
9731244,5r1k/7p/pNn1b2q/2Q5/4Rp2/2PP2p1/1P2K1P1/4N3 w - - 4 37,0.11599999999999999,138.94145
12001405,5r1k/4N1bp/p2R4/2pNnpp1/2PnP1b1/q3B1P1/5P1P/1Q3BK1 w - - 0 28,0.0,138.93626
10509376,3q1rk1/1Q3p2/p2p2pp/P3nr2/1PPB3b/7P/5PP1/R3RBK1 b - - 0 25,0.556,138.92488
4616749,8/5pk1/6np/P1pq2p1/3rN3/4QP1n/1P5B/2R4K w - - 6 39,0.3,138.88577
6390409,r6k/1b3p1p/3p1np1/2qPn3/2p1PQ1N/4R1NP/2B2PPK/8 b - - 11 32,0.132,138.86017
10948463,3nr1k1/1p4b1/5rN1/p2RN1p1/q3n3/5Q1P/1P5B/5R1K w - - 1 37,0.078,138.83958
9635156,3r4/p1k3P1/B1bqp1nP/5p1R/6p1/bQP5/P2N1PP1/3K4 w - - 3 28,0.0,138.82341
6652020,r7/5k2/p1Pb3q/1p1PRb2/2pQ1p1p/2B2p2/1P3P1P/5B1K b - - 5 34,1.0,138.80629
4901562,4rr1k/1p5p/1Q1pB2b/Pp1P4/1Pp1Rp2/3n1P1P/1q4PB/5RK1 w - - 3 30,1.0,138.79724
13014442,5k2/1p2bp2/pq2rnpN/4n1N1/3p4/1P1P2QP/PB4P1/5R1K b - - 7 30,0.0,138.77504
12654911,1r5k/p7/3P3p/2p1P1p1/2Qb4/2Bp2P1/P3bqBP/R6K w - - 5 32,0.0,138.7303
9668089,r3r3/5pkp/2PQ1Np1/3BPp2/2P5/6P1/1q3PKP/8 b - - 1 32,0.0,138.69914
1155304,4bnk1/pp2q2p/2r2ppQ/P2p1P2/3Pn1NP/3BPR2/8/2r2NRK b - - 0 30,0.098,138.68932
13637536,6k1/2n2p2/3p1np1/2pPb3/2P2BB1/1p3Q1P/r2q2PK/3N1R2 w - - 4 39,0.0,138.67715
7691634,r7/p5P1/1pk1pP2/3p3Q/b1pnr3/q1P4B/3B1P2/2R2K2 b - - 0 40,0.0,138.65926
1528382,8/4kp2/2r2r2/Qp1pq1p1/4p1R1/1R6/1PP1BbP1/1K6 w - - 0 37,0.084,138.5979
12271853,5rk1/1b2p3/1n1p3p/1PpP1p2/q4N1N/3QB2P/1b3PP1/3R2K1 b - - 1 23,0.092,138.56833
12225079,2krR3/p1p4p/2pb4/5qpQ/N2p1p2/1P5P/P4BPK/8 w - - 4 27,0.0,138.55879
12745858,2rr3k/pp3p1p/5NpP/2b1NbP1/3R4/5Q2/qPP1R3/2K5 w - - 1 31,0.0,138.52711
3750835,1r4k1/p3Rp2/6q1/3p4/2pQn2P/8/P1P3p1/K2R4 w - - 0 30,0.0,138.52579
7485410,r6k/pp3p2/3qr2P/6R1/3n1P2/P1Qp4/1PbNP2P/2R1KB2 w - - 5 24,0.6459999999999999,138.51224
9426734,3br1k1/p5p1/2p3p1/2Pp2P1/1q1Pnp1P/4B2Q/Pr2BP2/4RK1R w - - 0 35,0.0,138.50795
13331144,3r4/1Bp5/1b4k1/p4pnp/7q/2P4p/PPQ2PPB/4R1K1 w - - 0 28,0.0,138.48335
3793401,bqr5/5pk1/4pp2/2Pp3p/1r1N3Q/2R5/5PPP/4R1K1 b - - 1 29,1.0,138.48193
545612,1q1r2k1/5p1p/b1B2bp1/p1N1n3/1rp2B2/1P5R/P4QPP/4R1K1 b - - 3 29,0.0,138.45905
4345403,2kbr2r/Bbp4p/p1np4/1p1N1qp1/1P2N3/2R2PP1/1PP4P/3QR1K1 b - - 1 24,1.0,138.42273
3856927,6r1/4k3/1b2p3/1pq2p1Q/1N2p2P/2P3r1/1P4R1/3R3K w - - 0 35,0.0,138.41519
6265135,6rk/1p1N2pp/8/pP1Q1pN1/Pb6/4P1P1/1Bq2P1P/6K1 b - - 2 25,0.0,138.34406
5232194,4r3/7k/6pp/3N1q2/N7/1P5P/P3nbPK/3Q1R2 w - - 1 32,0.0,138.25038
2320442,r5k1/p2r1pp1/2p3p1/3p2B1/1qPPP3/5N1Q/bb4PP/2R2R1K b - - 2 25,0.0,138.22496
4376596,r5k1/1b3p2/3Pp1r1/P1q4p/2P3pP/2Qn1PB1/6PK/3R1R2 b - - 4 35,0.624,138.21535
865878,6k1/5r2/p2p4/3P1bB1/P1Q2P2/4R2p/4BbPK/q7 w - - 6 39,0.0,138.21391
1933533,3r1k2/R2n2b1/3p1p2/3P1Q2/8/6PB/1rq2P2/4R1K1 b - - 0 33,0.0,138.20563
4806409,2r5/p2k1p1p/bp1Np1q1/2npP3/1Q3P1B/1P1r3P/P5PK/R1R5 b - - 12 29,0.0,138.18742
11645011,r3n2r/1bq4P/p2kpnQ1/2NpN3/1ppP4/4P3/1P4PP/R4RK1 b - - 2 28,0.0,138.18094
6008370,r3b3/4kp2/1PPRp3/4Pp1p/1R1K4/8/5r1P/8 b - - 0 40,0.0,138.16295
6901314,6k1/1q1N4/b2pP2p/p1p3b1/4nr2/P1B5/1PQ3R1/4R2K b - - 4 38,0.75,138.15524
10563212,1b2rk2/2q2pp1/p6p/PpP2Q2/4pPR1/5r2/BP3PK1/2R5 w - - 2 31,0.0,138.0539
1436409,q7/1p3k2/1P2p2r/2PpQp1n/3P2p1/3B2P1/6K1/4R3 b - - 3 38,0.0,138.05182
6971196,1rq2bk1/5ppR/p2p2n1/2pP1NP1/2P5/1P5Q/r6P/B4RK1 b - - 0 36,0.0,138.04005
2011510,1qr3k1/2NnBpp1/1pQP2p1/p1b1p3/8/8/5PPP/3R2K1 b - - 7 37,0.0,138.037
13760472,3q1k2/Q5n1/3p2p1/1p1P1bP1/1rp4P/5B2/7B/4R1K1 w - - 3 39,0.06,138.02863
10509223,4k3/6p1/1q2r3/p3n2r/P1p1PQNp/1P5R/1B4B1/6K1 w - - 0 37,0.078,137.99568
5374114,6k1/4q1p1/3b3p/3P1R2/1n1N3P/B4QPK/2r5/8 b - - 6 40,0.996,137.96382
1283916,4n3/1b1N1k1p/4p1pP/p4r2/2P3Q1/1P4R1/1B4PK/5q2 b - - 3 36,0.14,137.94095
13022183,8/2r3rk/P2QR1pp/6q1/2p3N1/7P/5PP1/6K1 b - - 5 38,0.0,137.91805
7328589,1r4k1/1pR1pp1p/pP1r2p1/1bRPN1b1/3P2N1/7P/5PP1/6K1 b - - 6 31,0.136,137.86676
10785884,2r3k1/2P2pp1/7p/1N4q1/1P2Qn2/8/5PP1/3R2K1 b - - 0 36,0.0,137.8383
2187865,3R4/6bk/p3b1p1/1p2qp1P/4p1p1/P5Q1/1PP5/1K3R2 w - - 3 32,0.0,137.83417
2909332,2rr1bk1/6pp/qn3p2/p1pn4/4N1N1/1P4P1/PB2R2P/4QRK1 b - - 3 30,0.14,137.82974
283397,2k3r1/pp6/2p1pP2/2n2p1Q/2P2P1P/q1B5/P2r3K/1BR2R2 w - - 1 33,0.0,137.82379
4327198,5r1k/Nb5p/2N2n1q/4Q3/P3p3/7P/1P3p1K/2R3R1 w - - 0 36,0.18600000000000003,137.8236
7518313,3r1r1k/pp1b3p/2p5/2P2nqP/3b1NN1/3Q2PB/P6K/3R1R2 w - - 1 30,0.098,137.81813
9550502,1r3k2/1q6/p3n1B1/n3P2P/2P4b/1p1Q4/PR3Br1/K2R4 b - - 1 39,1.0,137.8026
6414885,2r3k1/p4r1p/1n4p1/2NpR3/pQ1P2q1/3B1pPb/5P1P/4R1K1 b - - 1 35,0.0,137.79936
2902097,6kb/1b1q3p/pB4p1/1p2p3/2rnP1P1/6N1/PP5Q/1K3R1R w - - 6 32,0.0,137.77722
6679972,8/6bk/3r2p1/pQ1P2q1/4B2p/2rp2P1/R4PKP/3R4 w - - 0 38,0.0,137.73393
8220487,8/p7/1p1Nqpk1/1Pn3pp/2P3N1/1nQ3P1/4rPKP/3R4 w - - 1 35,0.0,137.6563
4101352,3r4/R2Nrpk1/R1pq2pp/1p1pN2n/1PnP2QP/4P1P1/5P2/6K1 b - - 18 36,0.0,137.63727
8166141,3r1r2/p7/2R5/4ppkB/Q2q2p1/1P1pn1N1/P2R2PP/6K1 w - - 6 35,0.0,137.60335
