,fens,eval_move_final,preds_num
5433806,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.042,15.661245
13246469,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.01,15.661245
12290218,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.038,15.661245
8713883,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
8278017,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
8250688,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.068,15.661245
6132716,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.03,15.661245
2372232,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.018000000000000002,15.661245
1614337,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
7001057,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
2958391,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.048,15.661245
3395091,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.054000000000000006,15.661245
11853915,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
3760565,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.002,15.661245
7917316,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.01,15.661245
5464764,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.07400000000000001,15.661245
10416044,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.057999999999999996,15.661245
13518785,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.01,15.661245
3531859,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.044000000000000004,15.661245
4442911,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.004,15.661245
6577378,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.052000000000000005,15.661245
4892352,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.09,15.661245
3295414,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.032,15.661245
5112157,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.068,15.661245
1040703,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.026,15.661245
10812658,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.006,15.661245
11805586,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.026,15.661245
3902406,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
7782671,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.016,15.661245
2967600,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.08600000000000001,15.661245
11951877,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.024,15.661245
8033493,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.07200000000000001,15.661245
5092501,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
3067725,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.034,15.661245
1067598,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.052000000000000005,15.661245
6820104,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.048,15.661245
12381546,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.008,15.661245
5408872,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.018000000000000002,15.661245
2496743,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.064,15.661245
334052,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.024,15.661245
12134044,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.013999999999999999,15.661245
8793109,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.022000000000000002,15.661245
3791056,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.042,15.661245
8979400,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.032,15.661245
5657303,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.068,15.661245
2196617,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.004,15.661245
4070763,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.034,15.661245
1122514,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.022000000000000002,15.661245
4072966,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.05,15.661245
11742176,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.044000000000000004,15.661245
2099683,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.05,15.661245
320222,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.018000000000000002,15.661245
9409809,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.018000000000000002,15.661245
749123,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.05,15.661245
5199610,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.05,15.661245
3798486,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
11421224,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.054000000000000006,15.661245
9746655,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.038,15.661245
11859203,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.036000000000000004,15.661245
5170594,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.016,15.661245
9176911,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.062,15.661245
8198113,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.008,15.661245
12207859,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.016,15.661245
3004473,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
9592121,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.002,15.661245
441958,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.064,15.661245
14118922,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.032,15.661245
2909034,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.027999999999999997,15.661245
2957007,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.03,15.661245
3297642,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.002,15.661245
4220804,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.06,15.661245
10137731,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.027999999999999997,15.661245
6808820,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.027999999999999997,15.661245
12583689,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.07200000000000001,15.661245
3261437,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.026,15.661245
9177584,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.064,15.661245
9217849,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.008,15.661245
35112,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.05,15.661245
10893098,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.02,15.661245
10369170,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.046,15.661245
5863815,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.024,15.661245
4668405,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.044000000000000004,15.661245
5334125,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.062,15.661245
12003768,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.03,15.661245
5538516,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.026,15.661245
13595398,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.006,15.661245
2570648,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.062,15.661245
5325159,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.036000000000000004,15.661245
3116102,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.004,15.661245
359375,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.04,15.661245
10781142,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
813881,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.013999999999999999,15.661245
3450990,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.05,15.661245
4513093,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.052000000000000005,15.661245
12470401,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.05,15.661245
9410017,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.022000000000000002,15.661245
1661217,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.046,15.661245
2887035,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.01,15.661245
7871906,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
4395358,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.013999999999999999,15.661245
6795303,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.022000000000000002,15.661245
2333425,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
4698038,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.046,15.661245
2083033,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.052000000000000005,15.661245
369220,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.024,15.661245
10257946,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
3607667,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.044000000000000004,15.661245
5335265,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.046,15.661245
4902295,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
4325452,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.01,15.661245
1942274,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.026,15.661245
1608066,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.068,15.661245
9040935,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.008,15.661245
6038731,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.006,15.661245
12276153,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.01,15.661245
1026759,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.02,15.661245
11447372,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.054000000000000006,15.661245
2814885,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.054000000000000006,15.661245
12472262,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.038,15.661245
7605197,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.004,15.661245
10758696,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.055999999999999994,15.661245
8739581,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.055999999999999994,15.661245
2366990,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.052000000000000005,15.661245
12743258,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.016,15.661245
5724739,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.013999999999999999,15.661245
6422967,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.05,15.661245
6775056,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.032,15.661245
8844424,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.07,15.661245
3262256,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.004,15.661245
5391404,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.013999999999999999,15.661245
6318651,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.038,15.661245
8193780,rnbq1rk1/1p2bppp/p2p1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - - 4 9,0.0,15.661245
10450576,r3r1k1/pp3ppp/1qn5/4b3/5N2/4B1Q1/PP3PPP/1R3RK1 b - - 7 20,0.076,15.661236
9798479,r3r2k/p5p1/7p/8/2Bp3q/P3PQ2/6PK/B6R w - - 0 25,0.0,15.661232
10583514,r3r2k/p5p1/7p/8/2Bp3q/P3PQ2/6PK/B6R w - - 4 27,0.0,15.661232
9818307,rr4k1/2qn1ppp/3bpn2/p7/3P4/2BQ1NN1/PP3PPP/R3R1K1 b - - 2 17,0.11,15.661232
2902044,r1br2k1/p2np1bp/2p2pp1/2p1P3/2P2P2/2N1B1P1/PP5P/2KR2NR b - - 1 13,0.0,15.661226
12044193,r4nk1/6p1/2p3b1/p3p3/P2RP3/1Pp4P/2P3P1/2R3K1 w - - 0 35,0.0,15.661221
9355322,rn1qkb1r/pp1n1ppp/2p1p1b1/3pP3/3P2PP/2N2N2/PPP1BP2/R1BQK2R b KQkq - 0 9,0.02,15.661206
13171988,rn1qkb1r/pp1n1ppp/2p1p1b1/3pP3/3P2PP/2N2N2/PPP1BP2/R1BQK2R b KQkq - 0 9,0.062,15.661206
5751818,rn1qkb1r/pp1n1ppp/2p1p1b1/3pP3/3P2PP/2N2N2/PPP1BP2/R1BQK2R b KQkq - 0 9,0.036000000000000004,15.661206
12459252,r4rk1/pb1nq1pp/1ppbp3/3PNp2/3Pn3/1P1BP3/PB2NPPP/2RQ1RK1 b - - 0 13,0.0,15.661201
4678442,r1rq2k1/1p1n1pb1/p2p1np1/3Pp1P1/4P3/2N1BB2/PP2QPK1/1RR5 b - - 0 20,0.0,15.661201
676831,4r1k1/1R2b2p/4p3/2pp2p1/3P1P2/2P1K1P1/4N2P/8 w - - 2 31,0.024,15.661197
9203990,r1b2rk1/1pq2ppp/p1n1pn2/2bp4/4P3/P2B1N2/1PPNQPPP/R1B2RK1 w - - 1 10,0.0,15.661195
12212962,1r3rk1/pbpp3p/5bp1/2p2n1P/2P5/1P3N2/P2BBPP1/2RK3R w - - 1 22,0.004,15.661193
9263635,3q4/p4pk1/r1p3pp/PrRp4/3P4/4P2P/Q4PP1/R5K1 w - - 7 27,0.034,15.661193
1696792,4rrk1/pbp3pp/1p1ppq2/8/2PP4/4RN2/PP1Q1PPP/4R1K1 b - - 6 18,0.0,15.661185
7329366,r1r5/pp2ppkp/3pbnp1/q7/4P3/2N2B2/PPPQ1PPP/R2R2K1 b - - 4 15,0.038,15.661183
11649639,r1b2rk1/pp2qpbp/1np3p1/8/4P3/2N1B2P/PPQ1BPP1/R4RK1 w - - 4 15,0.013999999999999999,15.661183
10280244,r4rk1/p1p2pbp/bn4p1/2pP1q2/2P1Np2/1P1QB3/P5BP/R4RK1 w - - 0 20,0.0,15.661181
8009673,4r1k1/p4pp1/1q5p/8/5P2/2P2QP1/P4R1P/6K1 b - - 0 31,0.0,15.661181
7033961,r2qk2r/pp3ppp/2p1nn2/2bp4/6b1/1P1P1NP1/P1QNPPBP/R1B2RK1 w kq - 1 11,0.01,15.661179
7359924,2rq1rk1/pb2bppp/1pn1pn2/8/3P4/P1N2N2/1PB2PPP/R1BQR1K1 w - - 3 14,0.0,15.661173
13389493,2rq1rk1/pb2bppp/1pn1pn2/8/3P4/P1N2N2/1PB2PPP/R1BQR1K1 w - - 4 14,0.0,15.661173
1379807,r3nk2/pb5p/1p2pbp1/2p5/2P2P2/P1N1B3/1P1RB1PP/6K1 w - - 0 21,0.0,15.661173
7911048,2rq1rk1/pb2bppp/1pn1pn2/8/3P4/P1N2N2/1PB2PPP/R1BQR1K1 w - - 4 14,0.0,15.661173
2864471,2rq1rk1/pb2bppp/1pn1pn2/8/3P4/P1N2N2/1PB2PPP/R1BQR1K1 w - - 5 14,0.0,15.661173
11649769,2rq1rk1/pb2bppp/1pn1pn2/8/3P4/P1N2N2/1PB2PPP/R1BQR1K1 w - - 3 14,0.0,15.661173
11690848,r2qk2r/pb2npb1/1pnpp1pp/1Np5/2P2B2/P2P1NP1/1P2PPBP/1R1Q1RK1 b kq - 2 11,0.0,15.661167
10273303,2r1kb1r/1b1p1ppp/p3p1n1/1p6/3BP3/2N2P2/PPP1B1PP/2KR3R b k - 4 13,0.0,15.661167
10288500,r1bq1rk1/ppp2ppp/2nb1n2/4p3/2Q5/5NP1/PP1PPPBP/RNB2RK1 w - - 1 8,0.0,15.661165
11680319,r1bq1rk1/ppp2ppp/2nb1n2/4p3/2Q5/5NP1/PP1PPPBP/RNB2RK1 w - - 1 8,0.0,15.661165
2228764,4brk1/Rp2r1pp/5p2/1P6/8/5P2/6PP/3R1BK1 b - - 1 32,0.0,15.661163
2891747,r4rk1/1p1nbppp/1qp1pn2/p3N1B1/3P4/1QP4P/PP2NPP1/R4RK1 b - - 1 14,0.0,15.661158
5400150,4kb1r/1p3ppp/2b1p3/2Ppq3/r2N1P2/1NP5/P2Q2PP/R4RK1 b k - 0 18,0.16399999999999998,15.661156
4893129,r7/pp2pk1p/3pNbp1/8/2P3P1/1P6/P4PK1/4R3 b - - 0 26,0.0,15.661156
7357775,4rrk1/1ppq2pp/5p2/pPb5/3p4/P2P2P1/1Q1NPPKP/1R3R2 w - - 1 20,0.05,15.661154
5881004,r1b2rk1/2qnbppp/p2p4/1p1N1pP1/4P3/1P2B3/1PP1QP1P/2KR2R1 b - - 1 16,0.0,15.661152
11101688,r1b2rk1/pp2bpp1/3N3p/4p3/4B3/4P1Pq/PP3P1P/R2Q1RK1 w - - 0 19,0.244,15.661148
6030219,r4rk1/p3bppp/bp6/2np4/4q3/5NP1/PPQBPPBP/2R2RK1 w - - 2 16,0.013999999999999999,15.661146
9915764,r1bq1rk1/pp1nbppp/2n1p3/2ppP3/8/1BPP1N2/PP1N1PPP/R1BQ1RK1 w - - 1 10,0.0,15.661142
14039894,r2qkb1r/pb1n1ppp/2p1pn2/8/Np1PP3/3Q1N2/PP3P1P/R1B1KBR1 w Qkq - 2 12,0.064,15.66114
9163275,2r1r1k1/1p2qp1p/p5p1/2nRp3/1QP5/P3P1P1/5PBP/1R4K1 b - - 7 28,0.016,15.66114
12519547,B1b1k2r/2qnbppp/p2ppn2/4P1B1/3N1PP1/2p5/PPP1Q2P/2KR3R b k - 0 13,0.156,15.66114
5882069,6k1/1p4pp/p2p1rn1/3P4/P4Pb1/4B3/1P4BP/5R1K b - - 0 29,0.048,15.6611395
45135,3r1k2/pp3p2/2p3pp/4n3/P5PP/2P1N3/1PRK2P1/8 w - - 3 37,0.212,15.661132
8094934,5n2/5k2/1p2p3/p1pq2p1/P7/1P1Q1PP1/4PNK1/8 w - - 4 34,0.17,15.661132
8078501,r1b2rk1/1p2bppp/pqnppn2/6B1/4PP2/1NNB4/PPP3PP/R2Q1R1K b - - 0 11,0.0,15.661126
1692772,r1b1r1k1/1p2qpp1/p1p2n1p/3p4/1P1Pn3/2NBPN2/P1Q2PPP/1R3RK1 w - - 2 15,0.027999999999999997,15.661122
3577336,r4rk1/pb4p1/1p2pp1p/1B2N1n1/2PP4/5PP1/P5P1/R1R4K w - - 0 25,0.13,15.661117
6622619,rnb2rk1/1pq2ppp/p2ppn2/8/2P1P3/2Q5/PPN1BPPP/R1B1K2R w KQ - 1 11,0.0,15.661111
8650667,1r4k1/1pq2pp1/p1pn2p1/2Np4/3P4/Q3P3/PP3PPP/4R1K1 w - - 2 27,0.024,15.661109
12669502,2rq1rk1/pp1bbppp/4p1n1/n2pP3/1P1P4/P1NB1N2/5PPP/R1BQR1K1 b - - 0 13,0.0,15.661107
